#,Gender?,College,"Whiskey Sour","Old Fashion","Whiskey Coke","Pickle Back","Tequila Sunrise",Margarita,Freddy Fudpucker,"Bacardi Cocktail","Rum and Coke",Mojito,Daiquiri,Malibu,"Blue Hawaii","Mai Tai",Gimlet,"Gin and Tonic","French 75","White Russian","Cran Vodka",Appletini,Cosmo,"Blue Guy",Screwdriver,"Moscow Mule","Lemon Drop","Sex on the Beach",Mimosa,"Long Island","SF Slide","Please add you favorite drinks we may have missed (seperate multiple values with a ',')","Start Date (UTC)","Submit Date (UTC)","Network ID"
58a04c9613c65c4a73e82c54c9c3290f,Male,"College of Engineering",Dislike,Like,Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-05 18:48:35","2016-10-05 18:54:30",2d0e9f2d9c
ecff7194f8de2d298e829dbfc092ae5b,Male,Other,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Like,Like,Dislike,Like,Like,"Don't Know",Dislike,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Dislike,Like,"Don't Know","Gin and Sprite","2016-10-05 18:52:13","2016-10-05 18:55:15",bbbe62b96b
8087a11aef3fa374235ca8d99f35baff,Female,Other,Like,Dislike,Like,Dislike,Like,Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know","Don't Know",Dislike,Like,Like,Like,Like,Dislike,"amaretto sour,wine,sangria","2016-10-05 18:52:38","2016-10-05 18:55:17",f712bf2fc1
52ca6c0b331a8ed119c19f471e836800,Male,"College of LAS",Like,Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,Dislike,Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,"Don't Know",,"2016-10-05 18:54:24","2016-10-05 18:56:38",c7a940a511
5c07eaa8d723378299d6fc5e06229901,Female,Other,Dislike,"Don't Know",Dislike,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Like,Like,"Don't Know",Dislike,,"2016-10-05 18:54:50","2016-10-05 18:56:42",8b88fe08f1
294347c938cc0f61408bfc8fbc6d95d3,Other,"College of ACES","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","sup ish","2016-10-05 18:55:47","2016-10-05 18:56:44",72719a631d
e9b51f98a0065cff4552b766a3d0c46e,Male,"College of Engineering","Don't Know","Don't Know",Like,Dislike,"Don't Know","Don't Know","Don't Know","Don't Know",Dislike,Like,Dislike,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know",Dislike,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",Kamikaze,"2016-10-05 18:46:42","2016-10-05 18:57:03",6ef5471fce
cc27bb3cb72a93bfba0dfab28b900e23,Male,"College of LAS",Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Dislike,Like,Dislike,Dislike,Martini,"2016-10-05 18:57:52","2016-10-05 18:59:30",ed77d39e11
9fa6b56b3400738f623605bfa5321735,Female,Other,Dislike,Dislike,Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know",Like,Like,Dislike,Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know",,"2016-10-05 18:57:27","2016-10-05 19:01:18",f436efb9e4
7c1447fcbee32c23edd1a70071d7ad42,Male,Other,Dislike,Like,Dislike,Like,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,Dislike,Dislike,Like,"Don't Know","Don't Know","Don't Know",Like,Dislike,Dislike,Like,Dislike,Dislike,Like,Dislike,Like,Dislike,Like,Dislike,"Fireball and run chata","2016-10-05 18:59:41","2016-10-05 19:01:28",c9a6f688ca
cb1c232e653fcb7b716fac11c3525fb9,Female,Other,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,"Don't Know",,"2016-10-05 19:00:05","2016-10-05 19:02:30",129a5f8479
a5f65df19261413dd751630d1cbe81dd,Male,"College of LAS","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,"2016-10-05 19:01:22","2016-10-05 19:02:58",e1bdf8ffe5
300a99d011657149079ccb4fcb552f15,Female,"College of Engineering","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",,"2016-10-05 19:04:04","2016-10-05 19:05:59",6378aedc00
596a1b0d813f09a1abf6de6960536da4,Female,Other,Dislike,Dislike,Like,"Don't Know",Like,Like,"Don't Know",Like,Dislike,Like,Like,Dislike,Like,"Don't Know","Don't Know",Like,"Don't Know",Dislike,Dislike,Dislike,Like,"Don't Know","Don't Know","Don't Know",Like,Like,Like,Dislike,"Don't Know",,"2016-10-05 19:04:00","2016-10-05 19:06:12",250cf81bc8
ba106d424881e0501a467f1baf1c770e,Male,Other,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,Like,Like,"Don't Know",Dislike,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,"Don't Know",,"2016-10-05 19:05:48","2016-10-05 19:07:18",c013cf0398
b838c8c585ea8a409894b27060fbd28c,Male,"College of LAS",Like,"Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,Like,Like,Dislike,Dislike,"Don't Know",Like,Like,Dislike,Dislike,Like,Like,Like,Dislike,Like,Like,Like,"Don't Know",,"2016-10-05 18:56:21","2016-10-05 19:07:49",fdf1c8f54a
dd042c40feaa3f3204998d2939d59e09,Male,"College of LAS",Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"Straight Everclear","2016-10-05 19:07:38","2016-10-05 19:09:13",93aa3cf3b7
46566bf157a4e99ea24f8bee4df99a2d,Female,Other,Like,Dislike,Dislike,Dislike,Like,Like,"Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know",,"2016-10-05 19:18:59","2016-10-05 19:20:28",e8efd10fa6
7dc73a7034b6c1004ce567d309939a6c,Male,"College of LAS",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Like,Dislike,"Don't Know",Like,"Don't Know",Dislike,"Don't Know",Like,Like,Like,Dislike,"Don't Know",Like,Like,Like,Dislike,Like,Like,"Don't Know","Gin shot, vodka shot, tequila shot, rum shot, whiskey shot, mint julep, dark & stormy, piña colada, Manhattan, Irish Carbomb, ","2016-10-05 19:23:46","2016-10-05 19:29:40",2e7f9d7e6c
323d743e0f7457daae0f5d75d209c099,Female,"College of Engineering",Dislike,Dislike,Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know","Don't Know",Dislike,Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,Like,"Don't Know",Dislike,Dislike,,"2016-10-05 19:33:46","2016-10-05 19:35:12",91c07dc57d
5fd800d36bfbbd48e37fef547acd8b5b,Female,Other,"Don't Know","Don't Know",Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,"Don't Know",Like,Dislike,Like,Like,Like,Like,Like,Like,Like,"Don't Know","Don't Know",Like,Dislike,"Don't Know","Pina Colada","2016-10-05 19:35:50","2016-10-05 19:39:29",eb873e3973
a7a1975c4fc2add84714eba17040b03b,Female,DGS,Dislike,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,Like,"Don't Know",,"2016-10-05 19:42:06","2016-10-05 19:45:23",5174027a1c
1629551d84ed93c52e304f2a3125d066,Female,"College of Engineering",Dislike,"Don't Know",Like,"Don't Know",Like,Like,,"Don't Know",Like,Like,Like,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-05 19:59:31","2016-10-05 20:00:56",e035cf13bf
73014d47e2ced47128f1ab5c7a171c32,Female,"College of Business",Like,Like,Like,Dislike,Like,Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know","Don't Know",Dislike,Dislike,"Don't Know","Don't Know",Like,"Don't Know",Like,Dislike,Dislike,"Don't Know",Like,Like,Like,Like,"Don't Know",,"2016-10-05 20:03:49","2016-10-05 20:06:00",dd70057ed9
c2a1779cdd2c8a31a10e77a1a54a10de,Male,"College of Engineering","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Water,"2016-10-05 20:06:26","2016-10-05 20:07:58",d2d9563fdb
92dc520b2668ebfb7b5c63bc7520c288,Male,DGS,"Don't Know","Don't Know","Don't Know","Don't Know",,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Water,"2016-10-05 20:09:04","2016-10-05 20:10:38",dfc47a3f60
904170095f25aa40212e86d25d84b09f,Male,Other,"Don't Know","Don't Know",Dislike,"Don't Know","Don't Know",Like,"Don't Know","Don't Know",Dislike,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",,"2016-10-05 20:22:07","2016-10-05 20:25:02",5a671e742f
95d4abf9a7b17d739cb51058e4e0ca93,Female,"College of LAS",Dislike,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,,"2016-10-05 20:40:03","2016-10-05 20:41:27",31346e1370
282a6465aa7910c64c7f1792a96610c1,Female,"College of LAS",Like,"Don't Know",Like,"Don't Know",Dislike,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Dislike,"Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,Like,Like,Dislike,"Don't Know","Don't Know",Like,Like,Like,,,"2016-10-05 20:33:15","2016-10-05 20:41:36",6a85ef16de
9ce5dab38ca24a2f5f4daa6d05667669,Male,"College of Engineering",Like,Like,Dislike,Dislike,Like,Like,"Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know",Like,Dislike,Like,Like,"Don't Know",Like,Like,Like,Like,"Don't Know",Like,"Don't Know","Lemon Ginger Serendipity 
Cuba Libre
Sipping Whiskeys
 ","2016-10-05 20:40:02","2016-10-05 20:43:00",b620585450
c6120505cd785153e91c3d22c2ad103d,Male,"College of Business","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Coke, sprite, water, diet coke, diet Pepsi, diet Fanta, diet Dr. Pepper, vitamin water, the blood of my enemies,  and the tears of my for extra salty. ","2016-10-05 20:52:15","2016-10-05 20:56:21",bb7ce3aade
684c532a69442243ef9687a40838b5b8,Female,Other,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,"Don't Know",,"2016-10-05 20:59:22","2016-10-05 21:02:06",ba05f7865e
334f14fa471f7b8e24e196e2c2fbaa68,Male,"College of LAS","Don't Know","Don't Know",Like,"Don't Know",Dislike,Like,"Don't Know",Like,Like,Dislike,Dislike,Dislike,Dislike,Like,Like,Like,"Don't Know",Like,Dislike,Dislike,Dislike,Dislike,"Don't Know",Like,Like,Dislike,Like,Dislike,"Don't Know",,"2016-10-05 21:00:28","2016-10-05 21:03:43",807d12718c
fc926e8671d041641cfb6aa40f87eed1,Female,"College of LAS",Dislike,Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know",Dislike,Dislike,Dislike,Like,Like,Like,Like,"Don't Know",,Dislike,Like,"Don't Know",Dislike,"Don't Know","Don't Know","Irish cream wisky","2016-10-05 21:03:43","2016-10-05 21:06:42",5883458584
4e1d9fa1fe77c5d6481b2556e62603e8,Female,Other,Dislike,Like,Like,Dislike,Like,Like,Dislike,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Like,Dislike,Dislike,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Strawberry daiquiri ","2016-10-05 21:15:46","2016-10-05 21:18:39",303264a670
1c9fd2575e7d00765c02130e80a4a193,Male,Other,Like,Like,Dislike,Dislike,Like,Like,"Don't Know",Like,Dislike,Like,Like,"Don't Know","Don't Know",Like,"Don't Know",Like,"Don't Know",Dislike,Dislike,Like,Dislike,Like,Like,Dislike,Dislike,Like,Like,Like,"Don't Know",,"2016-10-05 21:16:22","2016-10-05 21:23:07",fba02497af
016b5e48c73a96a7b2b33d5273cd2713,Female,"College of Business",Like,Dislike,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,Dislike,Dislike,"Don't Know","Don't Know",Like,Like,Like,Dislike,Bellini,"2016-10-05 21:28:34","2016-10-05 21:33:34",2f9ca5abd8
dd9ea6a52af70600d493a59026e9abed,Male,"College of LAS","Don't Know","Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Like,Dislike,Like,"Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know",,"2016-10-05 21:31:07","2016-10-05 21:35:50",e0b29eb335
69b6e3452fc45f18c2a59b12824e8941,Male,"College of LAS","Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,"Don't Know",Like,Like,"Don't Know",,"2016-10-05 21:36:49","2016-10-05 21:39:05",807d12718c
93bab236fa1fbc6690d5a73e5e42ab7e,Female,"College of Business",Like,"Don't Know",Dislike,"Don't Know",Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Dislike,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,"2016-10-05 21:37:27","2016-10-05 21:41:02",ad11761d4c
529af20bc868b3920f7de44876902373,Male,"College of Engineering","Don't Know",Like,Dislike,Dislike,Like,Like,"Don't Know",Like,Like,Like,"Don't Know","Don't Know",Like,Dislike,Like,Like,Dislike,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,Like,,"2016-10-05 21:40:42","2016-10-05 21:42:21",d402544cf3
9e3837a177f2f856102c7854f1b2d488,Male,"College of Engineering",Like,Dislike,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Dislike,Dislike,Dislike,Like,Like,Dislike,"Don't Know","Don't Know","Don't Know",Dislike,Like,Like,"Don't Know",,"2016-10-05 21:34:34","2016-10-05 21:48:26",f04c61439e
111f72b02770d8ee87b969b29b61d08a,Female,Other,Dislike,"Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,Dislike,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Beer,"2016-10-05 21:56:10","2016-10-05 22:02:18",4ac1f13de6
2cd5a579add23a5bbf026a9302f75380,Male,"College of Engineering",Dislike,Like,Like,Dislike,Like,Dislike,Dislike,Like,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,Like,"Don't Know",,"2016-10-05 22:14:50","2016-10-05 22:17:22",0629b72a52
d940e31c05164c82335a98a21df96383,Male,"College of LAS",Dislike,Dislike,Dislike,Dislike,Dislike,Like,"Don't Know",Dislike,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Beer,"2016-10-05 22:19:34","2016-10-05 22:21:05",6e7131f605
17f1b60fb9e61a0e8fe041d0539f0de9,Male,"College of Engineering","Don't Know",Like,"Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-05 22:47:54","2016-10-05 22:49:45",5dfa13f352
54ac895f0764ab1cf3033036a04d131e,Male,"College of Engineering",Dislike,Like,"Don't Know",Dislike,Dislike,Like,"Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know",Viniq,"2016-10-05 23:05:28","2016-10-05 23:08:27",a2fc0eff59
86ea14d1006d44ba8a2c68e744e44ab0,Male,"College of Engineering",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know",Dislike,"Don't Know",Like,"Don't Know",Like,Dislike,Dislike,Dislike,Dislike,Dislike,Like,"Don't Know","Don't Know",Like,Dislike,"Don't Know",,"2016-10-05 23:51:29","2016-10-05 23:53:28",d7bb5e6d29
84bdeaba29da55b1dc955b14595fdfd3,Male,"College of LAS","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",bleach,"2016-10-06 00:02:17","2016-10-06 00:03:47",42144f7d36
91ffd8ece44cf2da2a610f62e3b7f161,Male,"College of LAS",Dislike,Dislike,Like,Dislike,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,"Don't Know",Dislike,Dislike,Dislike,Dislike,Like,Like,Dislike,"Don't Know",Like,Like,Like,Like,Like,"Don't Know",,"2016-10-06 00:01:43","2016-10-06 00:03:50",f73aebfb19
2ba94fbd61794b0ab9f1cdd5528f8cb7,Female,"College of LAS","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know",,"2016-10-06 00:04:23","2016-10-06 00:06:06",cc702ffcb0
4f394465e1a4c8609fa54bbcbf261429,Female,DGS,"Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Dislike,Like,Dislike,Dislike,"Don't Know",Like,Dislike,"Don't Know",Like,Dislike,Like,"Don't Know",Dislike,Like,Like,Dislike,Like,Like,Dislike,"Red Bull vodka  ","2016-10-06 00:10:31","2016-10-06 00:12:56",628aee83e2
162d078626a08fecbe6b3dad5f30852c,Female,Other,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Orange juice ","2016-10-06 00:14:33","2016-10-06 00:16:17",9ac9296588
5f9c07c9aaed87d1a7a9a35169c5fae3,Other,DGS,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"Orange Juice, Coke, Diet Rite","2016-10-06 00:19:53","2016-10-06 00:21:34",6cbe48251f
7cd8c77adbe9638f5ff56c4d4cb471f9,Male,"College of Engineering",Like,Like,Like,Dislike,Dislike,Like,Dislike,Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,Like,Like,"Don't Know","Kamikaze, Negroni, Daquiri, Manhattan, Cuba Libre, B-52","2016-10-06 00:20:58","2016-10-06 00:24:32",a229dbaeec
526383f47deccdcecf16348a886e02e3,Male,"College of ACES","Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know",Like,Like,"Don't Know",,"2016-10-06 01:35:08","2016-10-06 01:36:39",2d956e38cf
9dde8b1dde0e50c713e39d25f9d10ff6,Male,"College of LAS",Dislike,Like,Like,"Don't Know",Dislike,Like,"Don't Know",Like,Like,Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Dislike,Dislike,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Like,Like,"Don't Know",,"2016-10-06 01:51:30","2016-10-06 01:53:12",f3772f3fc5
38a074a99a39570b226cf12f7357c8e9,Female,Other,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Dislike,Like,Like,"Don't Know","Don't Know",Like,Like,Like,Like,Like,"Don't Know","Don't Know",Caipirinha,"2016-10-06 02:02:24","2016-10-06 02:05:30",98a76191e6
f8ea06a0d6bdd18fdb5e36d3bd6d6976,Male,Other,"Don't Know","Don't Know",Dislike,"Don't Know",Like,Like,"Don't Know",Like,Dislike,Dislike,Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know",Dislike,Like,"Don't Know",Like,Dislike,Like,"Don't Know","Don't Know",Like,Like,Like,Dislike,,"2016-10-06 02:30:52","2016-10-06 02:33:32",b9a6688e09
2245d1fb308f55f25f7294bfe61e0135,Male,"College of LAS","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,"2016-10-06 03:04:33","2016-10-06 03:05:45",bc752ba9f3
e4b5f44aa905486f16467b3887fd9156,Male,"College of LAS","Don't Know","Don't Know",Like,Dislike,"Don't Know",Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know",,"2016-10-06 04:40:30","2016-10-06 04:43:41",574baab82d
5ba9c1e8f16a33c3be7ef0122b49c69c,Female,Other,Dislike,Dislike,Like,Like,Like,Like,"Don't Know",Dislike,Like,Like,Dislike,Like,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,"Don't Know",Like,Like,Like,Like,Like,Like,Like,,"2016-10-06 05:04:23","2016-10-06 05:05:39",caf35552c4
935461376f0cd3d4eb542b469fc6b32d,Female,"College of LAS",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Like,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Like,"Don't Know",,"2016-10-06 05:26:08","2016-10-06 05:28:13",bc752ba9f3
f3d217edf67366c8b3aeea894345aeaf,Female,"College of LAS",Dislike,Like,Like,Dislike,Dislike,Like,Dislike,Like,Like,Like,Like,Dislike,Dislike,"Don't Know","Don't Know","Don't Know","Don't Know",Like,,Dislike,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Jungle juice ;)","2016-10-06 05:54:24","2016-10-06 05:56:24",e4b388eee7
1cb75cee24f2ddab747d9b06237347c3,Male,"College of LAS",Like,Like,Dislike,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,Dislike,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-06 06:13:01","2016-10-06 06:16:42",9d730a1a9f
